ID,Overall_Experience,Seat_Comfort,Seat_Class,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding
98885591,0,Acceptable,Ordinary,Good,Good,Convenient,Poor,Good,Good,Acceptable,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Good
98885592,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Manageable,Excellent,Needs Improvement,Excellent,Excellent,Acceptable,Acceptable,Good,Acceptable,Acceptable,Excellent
98885593,0,Acceptable,Ordinary,Needs Improvement,Acceptable,Needs Improvement,Excellent,Good,Good,Acceptable,Acceptable,Acceptable,Acceptable,Good,Acceptable,Needs Improvement
98885594,1,Excellent,Green Car,Excellent,Excellent,Needs Improvement,Acceptable,Excellent,Good,Acceptable,Good,Good,Good,Excellent,Excellent,Acceptable
98885595,0,Acceptable,Ordinary,Poor,Poor,Inconvenient,Acceptable,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,Needs Improvement,Acceptable
98885596,0,Good,Green Car,Acceptable,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Good,Good,Good,Good,Acceptable,Good
98885597,0,Needs Improvement,Green Car,Excellent,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Poor,Poor,Good,Good,Excellent,Good,Good,Poor
98885598,0,Needs Improvement,Ordinary,Excellent,Needs Improvement,Convenient,Poor,Needs Improvement,Poor,Poor,Good,Poor,Acceptable,Needs Improvement,Acceptable,Poor
98885599,1,Good,Ordinary,,Good,Inconvenient,Excellent,Excellent,Good,Needs Improvement,Needs Improvement,Good,Needs Improvement,Excellent,Needs Improvement,Excellent
98885600,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Acceptable,Excellent,Excellent,Good,,Good,Good,Good,Good,Good
98885601,0,Needs Improvement,Ordinary,Acceptable,Needs Improvement,Manageable,Poor,Needs Improvement,Poor,Poor,Good,Acceptable,Poor,Good,Poor,Poor
98885602,0,Acceptable,Ordinary,Good,Acceptable,Inconvenient,Good,Good,Excellent,Poor,,Acceptable,Poor,Good,Poor,Excellent
98885603,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Good
98885604,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Acceptable,Needs Improvement,Good,Good,Excellent,Good
98885605,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Good,Excellent,Acceptable,Good,Needs Improvement
98885606,1,Poor,Green Car,Poor,Poor,Inconvenient,Good,Good,Excellent,Good,Good,Good,Good,Excellent,Good,Acceptable
98885607,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Excellent,Good,Good,Good,Good,Good,Good,Good,Good
98885608,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Poor,Acceptable,Excellent,Good,,Good,Good,Acceptable,Good,Excellent
98885609,1,Extremely Poor,Ordinary,,Extremely Poor,Convenient,Acceptable,Extremely Poor,Acceptable,Acceptable,Acceptable,Excellent,Excellent,Good,Acceptable,Acceptable
98885610,1,Poor,Ordinary,Poor,Poor,Inconvenient,Good,Good,Good,Good,Good,Good,Good,Excellent,Good,Acceptable
98885611,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Poor,Excellent,Acceptable
98885612,1,Extremely Poor,Ordinary,Extremely Poor,Extremely Poor,Manageable,Needs Improvement,Extremely Poor,Needs Improvement,Needs Improvement,Poor,Good,Poor,Excellent,Acceptable,Needs Improvement
98885613,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Good,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Excellent
98885614,1,Good,Ordinary,Good,Good,Convenient,Needs Improvement,Good,Acceptable,Needs Improvement,Excellent,Good,Needs Improvement,Good,Good,Needs Improvement
98885615,1,Excellent,Ordinary,Excellent,,Very Convenient,Good,Good,Good,Good,Excellent,Poor,Acceptable,Needs Improvement,Needs Improvement,Good
98885616,1,Excellent,Ordinary,Needs Improvement,Excellent,Needs Improvement,Acceptable,Acceptable,Needs Improvement,Acceptable,Acceptable,Excellent,Acceptable,Needs Improvement,Acceptable,Poor
98885617,1,Good,Green Car,Poor,Excellent,Needs Improvement,Acceptable,Excellent,Acceptable,Acceptable,Poor,Needs Improvement,Acceptable,Good,Acceptable,Acceptable
98885618,1,Excellent,Green Car,Good,Good,Convenient,Excellent,Excellent,Excellent,Excellent,Acceptable,Needs Improvement,Needs Improvement,Excellent,Poor,Excellent
98885619,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Excellent,Excellent,Excellent,Excellent,Acceptable,Acceptable,Good,Acceptable,Poor,Excellent
98885620,1,Excellent,Ordinary,Good,Good,Convenient,Excellent,Excellent,Excellent,Excellent,Poor,Good,Good,Needs Improvement,Acceptable,Excellent
98885621,1,Excellent,Green Car,Needs Improvement,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Poor,Excellent,Poor,Needs Improvement,Poor,Poor
98885622,0,Needs Improvement,Green Car,,Needs Improvement,Convenient,Good,Needs Improvement,Needs Improvement,Good,Acceptable,Poor,Needs Improvement,Poor,Needs Improvement,Good
98885623,1,Excellent,Ordinary,Extremely Poor,,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Good,Good,Acceptable,Excellent,Excellent,Excellent
98885624,1,Excellent,Green Car,Poor,Poor,Inconvenient,Excellent,Excellent,Excellent,Excellent,,Excellent,Acceptable,Acceptable,Excellent,Excellent
98885625,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Acceptable,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98885626,1,Poor,Ordinary,Poor,,Inconvenient,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Acceptable
98885627,0,Good,Ordinary,Excellent,Good,Needs Improvement,Excellent,Good,Excellent,Excellent,Good,Acceptable,Good,Excellent,Excellent,Excellent
98885628,0,Acceptable,Green Car,,Acceptable,Needs Improvement,Acceptable,Acceptable,Poor,Acceptable,Needs Improvement,Good,Acceptable,Needs Improvement,Poor,Acceptable
98885629,0,Acceptable,Green Car,Excellent,Acceptable,Inconvenient,Good,Acceptable,Good,Good,,Excellent,Good,Good,Excellent,Good
98885630,0,Poor,Ordinary,Poor,Poor,Convenient,Excellent,Poor,Excellent,Excellent,Good,Acceptable,Good,Acceptable,Good,Excellent
98885631,1,Good,Green Car,Good,,Convenient,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Good,Good,Good
98885632,1,Good,Ordinary,Good,Good,Convenient,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Acceptable
98885633,1,Good,Ordinary,Good,Good,Convenient,Good,Excellent,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Acceptable
98885634,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Needs Improvement,Good,Good,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent
98885635,0,Needs Improvement,Ordinary,Good,Needs Improvement,Manageable,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Poor,Excellent,Acceptable,Acceptable,Good,Needs Improvement
98885636,0,Acceptable,Green Car,Acceptable,Acceptable,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Good,Excellent,Poor,Excellent,Acceptable
98885637,1,Good,Green Car,Good,Good,Convenient,Poor,Good,Acceptable,Good,,Good,Good,Good,Good,Needs Improvement
98885638,0,Good,Green Car,Good,Good,Convenient,Excellent,Acceptable,Acceptable,Good,,Acceptable,Good,Needs Improvement,Good,Poor
98885639,1,Needs Improvement,Ordinary,Acceptable,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent
98885640,0,Poor,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Acceptable,Acceptable,Poor,,Poor,Poor,Acceptable,Poor,Good
98885641,0,Needs Improvement,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Good,Good,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement
98885642,1,Poor,Ordinary,Poor,Good,Inconvenient,Needs Improvement,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Good
98885643,0,Good,Ordinary,Good,Good,Inconvenient,Needs Improvement,Good,Acceptable,Needs Improvement,Poor,Excellent,Acceptable,Excellent,Good,Needs Improvement
98885644,0,Poor,Green Car,Good,Poor,Convenient,Excellent,Poor,Excellent,Excellent,Good,Excellent,Good,Acceptable,Good,Excellent
98885645,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Good,Needs Improvement,Good,Acceptable,Excellent,Acceptable
98885646,1,Poor,Ordinary,Poor,Poor,Inconvenient,Acceptable,Excellent,Excellent,Good,Good,Good,Good,Acceptable,Good,Good
98885647,1,Good,Ordinary,Excellent,Good,Manageable,Good,Good,Good,Good,Acceptable,Needs Improvement,Excellent,Good,Excellent,Good
98885648,0,Needs Improvement,Green Car,Acceptable,Acceptable,Manageable,Acceptable,Acceptable,Acceptable,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Good,Needs Improvement,Acceptable
98885649,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent
98885650,1,Extremely Poor,Green Car,Extremely Poor,Extremely Poor,Manageable,Good,Extremely Poor,Good,Good,,Acceptable,Excellent,Excellent,Good,Good
98885651,0,Needs Improvement,Green Car,,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Poor,Poor,Poor,Needs Improvement,Acceptable,Needs Improvement,Poor,Poor
98885652,0,Acceptable,Ordinary,Good,Acceptable,Convenient,Excellent,Acceptable,Acceptable,Excellent,Needs Improvement,Excellent,Acceptable,Needs Improvement,Acceptable,Excellent
98885653,1,Excellent,Green Car,Excellent,,Very Convenient,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98885654,0,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Acceptable,Excellent,Good,Poor,Poor,Acceptable,Good,Good,Good
98885655,1,Excellent,Ordinary,Excellent,Excellent,Manageable,Poor,Excellent,Poor,Poor,,Needs Improvement,Acceptable,Good,Excellent,Poor
98885656,1,Excellent,Green Car,Excellent,Excellent,Very Convenient,Acceptable,Good,Good,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable
98885657,1,Excellent,Ordinary,,Excellent,Convenient,Acceptable,Excellent,Acceptable,Acceptable,Excellent,Needs Improvement,Good,Good,Good,Acceptable
98885658,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Good,Excellent,Excellent,Good,,Good,Good,Good,Good,Good
98885659,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Excellent,Excellent,Excellent,Excellent,Acceptable,Needs Improvement,Excellent,Acceptable,Acceptable,Excellent
98885660,1,Needs Improvement,Green Car,,Needs Improvement,Needs Improvement,Acceptable,Good,Good,Good,Good,Good,Good,Excellent,Good,Acceptable
98885661,1,Poor,Green Car,Poor,Poor,Inconvenient,Acceptable,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Good
98885662,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Acceptable
98885663,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Good,Good,Good,Good,Acceptable,Good,Acceptable
98885664,0,Poor,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Needs Improvement,Poor,Poor,Good,Poor,Acceptable,Good,Good,Poor
98885665,0,Poor,Ordinary,Extremely Poor,Extremely Poor,Manageable,Good,Poor,Good,Good,Good,Excellent,Acceptable,Poor,Acceptable,Good
98885666,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Good,Good,Excellent,Acceptable,,Good,Acceptable,Excellent,Acceptable,Acceptable
98885667,0,Needs Improvement,Green Car,Needs Improvement,,Convenient,Acceptable,Needs Improvement,Acceptable,Acceptable,Good,Needs Improvement,Excellent,Excellent,Good,Acceptable
98885668,1,Good,Ordinary,Excellent,Good,Manageable,Good,Good,Good,Good,,Acceptable,Excellent,Excellent,Excellent,Good
98885669,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Excellent,Acceptable,Poor,Excellent,Excellent,Good
98885670,1,Extremely Poor,Ordinary,Good,Poor,Convenient,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Good
98885671,1,Excellent,Ordinary,,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Poor,Good,Excellent,Needs Improvement,Good,Excellent
98885672,1,Poor,Green Car,Poor,Poor,Inconvenient,Excellent,Excellent,Acceptable,Good,Good,Good,Good,Good,Good,Excellent
98885673,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Excellent,Excellent,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good
98885674,1,Good,Green Car,Good,Good,Convenient,Poor,Good,Acceptable,Excellent,Excellent,Excellent,Acceptable,Good,Excellent,Acceptable
98885675,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good
98885676,1,Needs Improvement,Ordinary,,Needs Improvement,Needs Improvement,Good,Excellent,Excellent,Good,Good,Excellent,Good,Good,Good,Good
98885677,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Good,Poor,Needs Improvement,Good,Good,Good,Good,Good,Good,Good
98885678,1,Excellent,Green Car,Acceptable,Excellent,Very Convenient,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Acceptable
98885679,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Acceptable,Needs Improvement,Acceptable,Acceptable,Excellent,Excellent,Excellent,Good,Good,Acceptable
98885680,0,Needs Improvement,Ordinary,Poor,Excellent,Very Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable
98885681,1,Excellent,Green Car,Excellent,,Very Convenient,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Good,Good,Excellent
98885682,1,Acceptable,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Good,Good,Good,,Good,Excellent,Good,Good,Good
98885683,0,Good,Green Car,Excellent,Needs Improvement,Inconvenient,Needs Improvement,Excellent,Excellent,Acceptable,Acceptable,Needs Improvement,Acceptable,Excellent,Acceptable,Excellent
98885684,1,Extremely Poor,Ordinary,Good,,Inconvenient,Needs Improvement,Excellent,Excellent,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Acceptable
98885685,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent
98885686,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good
98885687,1,Good,Ordinary,Good,Good,Manageable,Excellent,Good,Excellent,Excellent,Excellent,Needs Improvement,Acceptable,Poor,Needs Improvement,Excellent
98885688,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Poor,Acceptable,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,Poor
98885689,0,Acceptable,Ordinary,Excellent,Acceptable,Convenient,Needs Improvement,Acceptable,Acceptable,Needs Improvement,Good,Excellent,Acceptable,Acceptable,Good,Needs Improvement
98885690,0,Acceptable,Green Car,Good,Good,Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Excellent,Good,Good,Good,Acceptable
98885691,1,Poor,Ordinary,Poor,Poor,Inconvenient,Acceptable,Good,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good
98885692,0,Needs Improvement,Ordinary,Excellent,Needs Improvement,Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Excellent,Good,Good,Needs Improvement
98885693,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Acceptable,Good,Good
98885694,0,Acceptable,Ordinary,,Acceptable,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,Acceptable,Good,Acceptable
98885695,0,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Poor,Acceptable,Poor,Poor,Good,Good,Good,Needs Improvement,Acceptable,Poor
98885696,0,Good,Green Car,Needs Improvement,Poor,Inconvenient,Good,Good,Good,Poor,Acceptable,Acceptable,Needs Improvement,Good,Acceptable,Good
98885697,1,Extremely Poor,Green Car,,Extremely Poor,Manageable,Poor,Poor,Poor,Poor,Acceptable,Excellent,Good,Needs Improvement,Good,Poor
98885698,0,Good,Ordinary,Good,Good,Convenient,Good,Needs Improvement,Needs Improvement,Excellent,,Acceptable,Excellent,Needs Improvement,Poor,Needs Improvement
98885699,0,Acceptable,Green Car,Excellent,Acceptable,Manageable,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Excellent,Good,Excellent,Good,Good,Needs Improvement
98885700,1,Acceptable,Ordinary,Poor,Poor,Inconvenient,Acceptable,Excellent,Excellent,Acceptable,,Acceptable,Acceptable,Good,Acceptable,Poor
98885701,1,Excellent,Ordinary,,Excellent,Very Convenient,Acceptable,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good
98885702,0,Poor,Green Car,Good,Good,Convenient,Poor,Poor,Poor,Poor,Poor,Acceptable,Needs Improvement,Good,Needs Improvement,Poor
98885703,0,Acceptable,Green Car,Excellent,Acceptable,Convenient,Acceptable,Excellent,Good,Excellent,Excellent,Acceptable,Excellent,Acceptable,Excellent,Excellent
98885704,1,Excellent,Ordinary,Poor,Excellent,Very Convenient,Excellent,Excellent,Excellent,Excellent,Acceptable,Acceptable,Excellent,Excellent,Poor,Excellent
98885705,1,Good,Ordinary,Good,Good,Convenient,Good,Good,Good,Good,Excellent,Good,Needs Improvement,Acceptable,Acceptable,Good
98885706,0,Needs Improvement,Green Car,Acceptable,Acceptable,Manageable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,,Excellent,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement
98885707,1,Good,Green Car,Good,Good,Convenient,Good,Good,Good,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good
98885708,1,Good,Green Car,Excellent,Good,Convenient,Needs Improvement,Good,Needs Improvement,Needs Improvement,,Good,Good,Excellent,Good,Needs Improvement
98885709,0,Acceptable,Ordinary,Good,Acceptable,Inconvenient,Acceptable,Acceptable,Acceptable,Acceptable,Excellent,Acceptable,Excellent,Acceptable,Excellent,Acceptable
98885710,0,Acceptable,Ordinary,Poor,Poor,Inconvenient,Acceptable,Acceptable,Acceptable,Acceptable,Good,Good,Poor,Needs Improvement,Needs Improvement,Acceptable
98885711,0,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement
98885712,0,Acceptable,Ordinary,,Acceptable,Convenient,Excellent,Acceptable,Excellent,Excellent,Poor,Good,Needs Improvement,Acceptable,Good,Excellent
98885713,1,Poor,Green Car,Poor,Poor,Inconvenient,Good,Excellent,Good,Acceptable,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good
98885714,0,,Green Car,,Needs Improvement,Convenient,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,,,,Acceptable,Good,Needs Improvement
98885715,1,Excellent,Ordinary,Excellent,,Manageable,Acceptable,Excellent,Acceptable,Acceptable,Excellent,Excellent,Good,Excellent,Excellent,Acceptable
98885716,1,Poor,Ordinary,Poor,Needs Improvement,Inconvenient,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Excellent
98885717,1,Poor,Green Car,Poor,Poor,Inconvenient,Needs Improvement,Needs Improvement,Excellent,Good,,Good,Acceptable,Needs Improvement,Good,Acceptable
98885718,1,Good,Green Car,Good,Good,Convenient,Needs Improvement,Good,Good,Good,Good,Good,Good,Good,Good,Excellent
98885719,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Excellent,Good,Good,Good,Good,Good,Good,Acceptable
98885720,0,Poor,Green Car,Needs Improvement,,Convenient,Poor,Poor,Poor,Poor,Needs Improvement,Poor,Good,Good,Acceptable,Poor
98885721,1,Poor,Ordinary,Poor,Poor,Inconvenient,Needs Improvement,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98885722,1,Excellent,Green Car,,Good,Very Convenient,Excellent,Poor,Poor,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Acceptable
98885723,1,Good,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Good,Good,Good,Good,Good,Good,Needs Improvement,Poor,Good,Good
98885724,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Excellent,Excellent,Good,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Needs Improvement,Good
98885725,1,Poor,Ordinary,Poor,Needs Improvement,Inconvenient,Good,Good,Poor,Excellent,Excellent,Excellent,Excellent,Needs Improvement,Excellent,Needs Improvement
98885726,0,Poor,Ordinary,,Good,Manageable,Needs Improvement,Acceptable,Good,Acceptable,Acceptable,Acceptable,Poor,Poor,Acceptable,Acceptable
98885727,1,Extremely Poor,Ordinary,Excellent,Extremely Poor,Inconvenient,Acceptable,Extremely Poor,Good,Acceptable,Good,Needs Improvement,Excellent,Good,Excellent,Acceptable
98885728,1,Good,Green Car,Good,Good,Convenient,Needs Improvement,Good,Good,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent
98885729,1,Needs Improvement,Ordinary,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Needs Improvement,Needs Improvement,Excellent,Excellent,Good,Good,Needs Improvement,Excellent,Needs Improvement
98885730,0,Needs Improvement,Green Car,Needs Improvement,,Needs Improvement,Good,Needs Improvement,Good,Good,Good,Good,Acceptable,Poor,Acceptable,Good
98885731,1,Acceptable,Ordinary,Acceptable,Acceptable,Manageable,Good,Good,Good,Excellent,Good,Good,Excellent,Good,Excellent,Good
98885732,0,Good,Ordinary,Excellent,Good,Convenient,Good,Good,Good,Good,Poor,Excellent,Acceptable,Poor,Good,Good
98885733,0,Needs Improvement,Ordinary,Excellent,Needs Improvement,Needs Improvement,Good,Needs Improvement,Acceptable,Good,Excellent,Excellent,Good,Excellent,Excellent,Good
98885734,1,Extremely Poor,Ordinary,Extremely Poor,Extremely Poor,Inconvenient,Good,Extremely Poor,Good,Good,Excellent,Good,Good,Needs Improvement,Excellent,Good
98885735,1,Excellent,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Poor,Excellent,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Needs Improvement,Excellent,Excellent
98885736,1,Good,Ordinary,,Good,Convenient,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable,Excellent,Excellent
98885737,1,Poor,Ordinary,Poor,Poor,Inconvenient,Good,Good,Good,Good,Excellent,Acceptable,Excellent,Excellent,Good,Good
98885738,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good
98885739,0,Needs Improvement,Ordinary,Acceptable,Excellent,Very Convenient,Poor,Good,Acceptable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Needs Improvement,Acceptable
98885740,0,Acceptable,Ordinary,Excellent,Excellent,Very Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Needs Improvement,Poor,Acceptable,Poor,Good,Acceptable
98885741,1,Poor,Green Car,Poor,Poor,Inconvenient,Good,Good,Excellent,Good,,Good,Good,Good,Good,Good
98885742,1,Acceptable,Green Car,Acceptable,,Manageable,Excellent,Excellent,Good,Good,Good,Good,Good,Acceptable,Good,Acceptable
98885743,0,Poor,Ordinary,Poor,Poor,Needs Improvement,Needs Improvement,Poor,Good,Needs Improvement,Good,Excellent,Acceptable,Acceptable,Needs Improvement,Needs Improvement
98885744,0,Needs Improvement,Ordinary,Excellent,Excellent,Very Convenient,Good,Good,Acceptable,Needs Improvement,Needs Improvement,Needs Improvement,Needs Improvement,Good,Needs Improvement,Needs Improvement
98885745,1,Needs Improvement,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98885746,1,Good,Green Car,Good,Good,Convenient,Good,Good,Good,Good,Excellent,Acceptable,Excellent,Acceptable,Good,Good
98885747,1,Excellent,Ordinary,Excellent,Excellent,Very Convenient,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
98885748,0,Acceptable,Ordinary,Good,Acceptable,Very Convenient,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Good,Excellent,Excellent,Good,Acceptable
98885749,1,Poor,Ordinary,Poor,Poor,Inconvenient,Good,Acceptable,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good
98885750,1,Extremely Poor,Green Car,Poor,,Convenient,Needs Improvement,Acceptable,Acceptable,Excellent,Excellent,Extremely Poor,Poor,Acceptable,Excellent,Acceptable
98885751,0,Poor,Green Car,Poor,Poor,Inconvenient,Poor,Poor,Poor,Poor,Excellent,Good,Good,Excellent,Good,Poor
98885752,0,Acceptable,Green Car,Needs Improvement,Needs Improvement,Needs Improvement,Acceptable,Acceptable,Acceptable,Acceptable,Good,Needs Improvement,Acceptable,Poor,Good,Acceptable
98885753,1,Poor,Green Car,Poor,Poor,Inconvenient,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Acceptable
98885754,0,Acceptable,Green Car,,Acceptable,Needs Improvement,Poor,Acceptable,Poor,Poor,Good,Excellent,Excellent,Excellent,Good,Poor
98885755,0,Poor,Green Car,Excellent,Poor,Manageable,Poor,Good,Good,Excellent,Excellent,Excellent,Good,Good,Acceptable,Good
98885756,0,Acceptable,Ordinary,Excellent,Acceptable,Needs Improvement,Good,Acceptable,Good,Good,Acceptable,Poor,Good,Good,Excellent,Good
98885757,1,Good,Ordinary,Good,,Convenient,Excellent,Good,Good,Acceptable,Acceptable,Good,Acceptable,Excellent,Acceptable,Excellent
98885758,1,Good,Ordinary,Good,Good,Convenient,Good,Acceptable,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent
98885759,1,Excellent,Green Car,Poor,Acceptable,Inconvenient,Acceptable,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Needs Improvement,Excellent,Poor
