ID,Gender,Customer_Type,Age,Type_Travel,Travel_Class,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins
98882321,Female,Loyal Customer,34,Business Travel,Eco,2308,1,0
98882322,Male,Disloyal Customer,50,Business Travel,Eco,1327,6,0
98882323,Male,Loyal Customer,60,Business Travel,Business,988,19,33
98882324,Female,Loyal Customer,56,Business Travel,Business,2431,0,19
98882325,Female,Loyal Customer,58,Personal Travel,Eco,941,4,15
98882326,Male,Loyal Customer,69,Personal Travel,Eco,2523,0,0
98882327,Male,Loyal Customer,37,Business Travel,Eco,2476,0,0
98882328,Female,Loyal Customer,42,Business Travel,Eco,364,0,0
98882329,Female,Loyal Customer,25,Business Travel,Business,2055,0,0
98882330,Male,Loyal Customer,41,Business Travel,Business,2218,68,61
98882331,Female,Loyal Customer,58,Business Travel,Business,1921,0,8
98882332,Male,Loyal Customer,7,Personal Travel,Eco,1076,0,0
98882333,Female,Loyal Customer,44,,Business,2261,0,2
98882334,Male,Loyal Customer,10,Personal Travel,Eco,2191,0,0
98882335,Female,Loyal Customer,49,,Business,2666,0,0
98882336,Female,Loyal Customer,21,Personal Travel,Eco,2101,0,0
98882337,Male,Loyal Customer,12,Business Travel,Business,3083,22,0
98882338,Male,Loyal Customer,45,Business Travel,Business,66,0,0
98882339,Male,Loyal Customer,19,Personal Travel,Eco,2080,0,0
98882340,Female,Disloyal Customer,27,Business Travel,Eco,1039,0,0
98882341,Female,Disloyal Customer,22,Business Travel,Eco,1606,6,0
98882342,Female,Disloyal Customer,26,Business Travel,Eco,1505,15,9
98882343,Female,Loyal Customer,56,Personal Travel,Eco,577,0,3
98882344,Male,Loyal Customer,41,Business Travel,Business,3422,0,0
98882345,Male,Loyal Customer,47,Business Travel,Business,1649,0,0
98882346,Male,,36,Business Travel,Business,1843,0,0
98882347,Female,Loyal Customer,49,Business Travel,Business,2806,13,23
98882348,Male,Loyal Customer,47,Business Travel,Eco,1832,49,41
98882349,Female,Disloyal Customer,23,,Eco,2173,0,0
98882350,Male,Loyal Customer,28,,Business,5216,0,0
98882351,Female,Loyal Customer,34,Business Travel,Business,3670,0,0
98882352,Female,Loyal Customer,14,Personal Travel,Eco,1840,0,0
98882353,Male,Loyal Customer,50,Business Travel,Business,1600,13,15
98882354,Female,Loyal Customer,52,Business Travel,Eco,995,0,15
98882355,Female,Loyal Customer,72,Business Travel,Eco,2407,0,0
98882356,Male,Disloyal Customer,18,Business Travel,Eco,2128,71,79
98882357,Female,Loyal Customer,58,Business Travel,Business,678,77,57
98882358,Female,Disloyal Customer,34,Business Travel,Business,1254,4,0
98882359,Female,Loyal Customer,48,Business Travel,Business,955,0,0
98882360,Female,Loyal Customer,40,Business Travel,Business,1653,1,1
98882361,Male,Loyal Customer,52,Business Travel,Eco,1239,0,0
98882362,Male,Disloyal Customer,35,Business Travel,Eco,2421,0,8
98882363,Female,Loyal Customer,48,Business Travel,Business,3341,0,0
98882364,Male,Disloyal Customer,23,Business Travel,Eco,2006,42,32
98882365,Female,Loyal Customer,38,Business Travel,Business,2096,18,0
98882366,Male,,43,Business Travel,Business,444,73,96
98882367,Female,Loyal Customer,53,Personal Travel,Eco,1213,0,1
98882368,Male,Loyal Customer,24,Business Travel,Business,1467,125,112
98882369,Female,Disloyal Customer,38,,Eco,1797,0,0
98882370,Male,Loyal Customer,40,Business Travel,Business,2367,11,7
98882371,Male,,40,Business Travel,Business,1823,101,90
98882372,Female,Disloyal Customer,21,Business Travel,Eco,3161,28,32
98882373,Male,Loyal Customer,57,Business Travel,Eco,2330,0,26
98882374,Male,Loyal Customer,31,Business Travel,Business,3721,0,0
98882375,Male,Loyal Customer,57,Personal Travel,Eco,3687,19,0
98882376,Male,Disloyal Customer,39,Business Travel,Business,1473,2,0
98882377,Female,Loyal Customer,35,Personal Travel,Business,209,25,39
98882378,Female,Loyal Customer,55,Business Travel,Business,2569,0,0
98882379,Male,Disloyal Customer,12,Business Travel,Business,4078,1,0
98882380,Female,Disloyal Customer,26,Business Travel,Eco,3596,0,14
98882381,Female,Loyal Customer,49,Business Travel,Business,2358,0,10
98882382,Male,Loyal Customer,44,Business Travel,Business,3379,0,14
98882383,Male,Loyal Customer,56,,Business,2883,0,8
98882384,Female,Loyal Customer,43,Business Travel,Business,3270,0,26
98882385,Female,Disloyal Customer,45,Business Travel,Business,1690,69,62
98882386,Female,Loyal Customer,39,,Business,1665,9,14
98882387,Female,Loyal Customer,42,Business Travel,Business,2220,0,0
98882388,Male,Loyal Customer,59,Business Travel,Business,622,0,0
98882389,Female,Loyal Customer,33,Personal Travel,Eco,2659,0,0
98882390,Female,Disloyal Customer,28,Business Travel,Eco,3512,0,0
98882391,Female,Disloyal Customer,39,Business Travel,Eco,2073,0,0
98882392,Female,Loyal Customer,54,Business Travel,Eco,685,0,0
98882393,Male,Disloyal Customer,41,Business Travel,Business,1700,9,21
98882394,Male,Loyal Customer,48,Business Travel,Business,387,0,0
98882395,Male,Loyal Customer,28,Personal Travel,Eco,1231,0,0
98882396,Female,Loyal Customer,21,Personal Travel,Eco,1330,1,0
98882397,Female,Loyal Customer,48,Business Travel,Eco,1063,33,42
98882398,Female,,38,Business Travel,Business,1342,0,0
98882399,Male,Loyal Customer,34,Personal Travel,Eco,891,4,5
98882400,Male,Loyal Customer,25,,Eco,1300,0,0
98882401,Male,Loyal Customer,64,Business Travel,Business,271,0,3
98882402,Male,Loyal Customer,26,Business Travel,Business,2801,0,0
98882403,Female,Loyal Customer,59,,Business,665,0,12
98882404,Male,Loyal Customer,31,Business Travel,Business,3194,0,0
98882405,Male,,9,Personal Travel,Business,1519,9,10
98882406,Female,Loyal Customer,46,,Business,3282,2,0
98882407,Female,Loyal Customer,36,Business Travel,Business,745,0,0
98882408,Male,,54,Business Travel,Business,3455,5,0
98882409,Male,Loyal Customer,42,Business Travel,Eco,2140,0,0
98882410,Female,Loyal Customer,49,Business Travel,Business,277,0,0
98882411,Male,Loyal Customer,49,Business Travel,Business,841,14,0
98882412,Female,Disloyal Customer,28,Business Travel,Eco,1880,0,0
98882413,Male,Loyal Customer,37,Business Travel,Business,621,48,40
98882414,Male,Loyal Customer,41,,Eco,1107,0,0
98882415,Female,Loyal Customer,67,Personal Travel,Eco,4211,110,157
98882416,Male,Loyal Customer,69,Personal Travel,Eco,1682,19,2
98882417,Female,Loyal Customer,33,Personal Travel,Eco,1307,10,36
98882418,Male,Loyal Customer,50,Business Travel,Eco,2902,0,0
98882419,Female,Loyal Customer,14,Personal Travel,Eco,2331,13,4
98882420,Female,Loyal Customer,51,,Business,2335,0,0
98882421,Female,Disloyal Customer,50,Business Travel,Eco,2140,0,16
98882422,Female,Disloyal Customer,27,Business Travel,Eco,2193,86,77
98882423,Male,Loyal Customer,36,Business Travel,Business,1874,134,129
98882424,Female,Loyal Customer,31,,Business,5163,28,25
98882425,Male,Loyal Customer,44,Business Travel,Business,3805,58,34
98882426,Male,Loyal Customer,44,Business Travel,Eco,2451,5,49
98882427,Female,Loyal Customer,19,Business Travel,Eco,1920,0,0
98882428,Female,,26,Business Travel,Eco,1502,0,0
98882429,Female,Loyal Customer,44,Business Travel,Business,472,0,0
98882430,Female,Disloyal Customer,36,Business Travel,Eco,1859,0,1
98882431,Male,Disloyal Customer,18,Business Travel,Business,1975,5,9
98882432,Female,Disloyal Customer,33,Business Travel,Business,1476,10,8
98882433,Female,Disloyal Customer,47,,Business,2077,0,0
98882434,Male,Loyal Customer,57,Personal Travel,Eco,2020,0,9
98882435,Female,Loyal Customer,57,Business Travel,Business,3322,0,0
98882436,Male,Loyal Customer,62,,Eco,1895,0,0
98882437,Male,Loyal Customer,38,Business Travel,Business,454,13,10
98882438,Female,Loyal Customer,60,,Business,448,22,27
98882439,Female,Loyal Customer,52,Personal Travel,Eco,731,8,4
98882440,Male,Loyal Customer,61,,Eco,2277,0,0
98882441,Female,Loyal Customer,57,Business Travel,Eco,2359,179,168
98882442,Male,Loyal Customer,65,Personal Travel,Eco,2001,0,0
98882443,Female,Loyal Customer,66,Personal Travel,Eco,2462,17,0
98882444,Female,Loyal Customer,43,Business Travel,Business,3535,145,140
98882445,Male,Loyal Customer,52,Business Travel,Eco,1639,0,0
98882446,Male,Disloyal Customer,36,Business Travel,Eco,1012,0,0
98882447,Female,Loyal Customer,61,Business Travel,Eco,202,0,26
98882448,Female,Disloyal Customer,23,Business Travel,Eco,1394,5,1
98882449,Female,Loyal Customer,41,Business Travel,Business,1944,41,25
98882450,Female,Loyal Customer,17,Personal Travel,Eco,2606,20,24
98882451,Female,Loyal Customer,24,Business Travel,Eco,1570,14,12
98882452,Female,Loyal Customer,21,Personal Travel,Eco,3846,3,0
98882453,Male,Loyal Customer,43,Business Travel,Business,1934,0,0
98882454,Female,Loyal Customer,33,Business Travel,Business,1462,1,0
98882455,Female,Loyal Customer,36,Business Travel,Business,3343,12,0
98882456,Female,Disloyal Customer,22,,Eco,2275,19,2
98882457,Female,Loyal Customer,16,Business Travel,Business,3302,4,9
98882458,Female,Loyal Customer,43,Business Travel,Business,362,0,0
98882459,Male,Loyal Customer,41,Business Travel,Business,1739,0,0
98882460,Female,Loyal Customer,10,Personal Travel,Eco,1980,0,0
98882461,Female,Loyal Customer,29,Personal Travel,Eco,4049,57,41
98882462,Male,,22,Business Travel,Eco,1992,7,0
98882463,Male,Loyal Customer,48,Business Travel,Eco,1287,0,0
98882464,Male,Loyal Customer,61,Business Travel,Eco,1884,0,0
98882465,Male,Loyal Customer,63,Personal Travel,Eco,1838,0,0
98882466,Male,Loyal Customer,62,Personal Travel,Eco,1099,0,0
98882467,Female,Disloyal Customer,29,,Business,2317,0,7
98882468,Male,,66,Personal Travel,Eco,2255,2,7
98882469,Female,Disloyal Customer,42,Business Travel,Eco,2888,0,6
98882470,Male,Loyal Customer,39,Business Travel,Business,2293,3,10
98882471,Male,Loyal Customer,37,Business Travel,Business,2264,1,5
98882472,Female,Loyal Customer,40,Business Travel,Business,2472,0,0
98882473,Male,,44,Business Travel,Business,789,8,0
98882474,Female,Disloyal Customer,20,Business Travel,Eco,1927,0,0
98882475,Male,Loyal Customer,14,Personal Travel,Eco,1631,74,73
98882476,Male,Loyal Customer,32,Business Travel,Business,4918,30,28
98882477,Female,,47,Business Travel,Business,2491,0,0
98882478,Female,Disloyal Customer,20,Business Travel,Eco,1238,106,109
98882479,Male,Disloyal Customer,49,Business Travel,Eco,2103,5,0
98882480,Male,Loyal Customer,10,Personal Travel,Eco,1973,0,0
98882481,Male,Disloyal Customer,38,Business Travel,Business,1981,52,40
98882482,Female,Disloyal Customer,29,Business Travel,Eco,1902,17,24
98882483,Female,Loyal Customer,49,Business Travel,Eco,786,28,5
98882484,Male,Loyal Customer,48,Business Travel,Business,2812,0,0
98882485,Male,Loyal Customer,33,,Business,3531,35,31
98882486,Female,Loyal Customer,59,Personal Travel,Eco,1498,0,44
98882487,Female,Loyal Customer,29,Personal Travel,Business,2032,61,44
98882488,Male,Loyal Customer,67,Personal Travel,Eco,1558,0,0
98882489,Female,Loyal Customer,67,Personal Travel,Eco,1247,0,0
98882490,Male,Loyal Customer,43,Business Travel,Business,3624,0,1
98882491,Male,Loyal Customer,21,Personal Travel,Eco,2303,50,39
98882492,Female,Loyal Customer,43,Business Travel,Eco,1891,21,16
98882493,Female,Loyal Customer,50,Business Travel,Business,1836,0,0
98882494,Female,Loyal Customer,22,Business Travel,Eco,2038,0,6
98882495,Female,Loyal Customer,35,Personal Travel,Eco,1672,17,17
98882496,Male,,25,Business Travel,Business,2671,45,42
98882497,Male,Loyal Customer,25,Business Travel,Business,4447,21,7
98882498,Female,Loyal Customer,58,Business Travel,Business,1903,0,0
98882499,Female,Loyal Customer,21,Personal Travel,Business,1609,0,0
98882500,Male,Loyal Customer,48,Business Travel,Business,1014,29,23
98882501,Male,Loyal Customer,44,Business Travel,Business,1844,0,0
98882502,Male,,49,Personal Travel,Eco,1374,17,11
98882503,Female,,21,Personal Travel,Business,1468,0,0
98882504,Male,Loyal Customer,17,Business Travel,Business,3263,78,77
98882505,Male,Loyal Customer,14,Personal Travel,Eco,1846,9,3
98882506,Male,,49,Personal Travel,Eco,2255,0,0
98882507,Female,Loyal Customer,22,Business Travel,Business,3716,0,0
98882508,Female,Loyal Customer,35,,Eco,1933,16,13
98882509,Female,Loyal Customer,52,Business Travel,Business,2321,30,35
98882510,Male,Disloyal Customer,26,Business Travel,Business,1672,0,0
98882511,Female,Loyal Customer,40,Business Travel,Business,2838,0,0
98882512,Female,Loyal Customer,42,Business Travel,Eco,2600,0,0
98882513,Female,Loyal Customer,29,Business Travel,Eco,1699,23,28
98882514,Male,Loyal Customer,69,Business Travel,Eco,2261,10,NA
98882515,Male,Loyal Customer,72,Business Travel,Eco,2100,4,0
98882516,Male,,23,Business Travel,Eco,2374,0,0
98882517,Male,Loyal Customer,22,Personal Travel,Eco,2111,0,0
98882518,Female,Disloyal Customer,17,Business Travel,Eco,1167,59,69
98882519,Male,,48,Business Travel,Business,1716,0,0
98882520,Female,Loyal Customer,58,Personal Travel,Eco,695,11,6
98882521,Male,Loyal Customer,53,,Eco,2384,105,87
98882522,Male,Loyal Customer,40,Business Travel,Eco,2113,0,0
98882523,Male,Loyal Customer,80,Business Travel,Eco,1278,0,0
98882524,Male,Loyal Customer,23,,Eco,1584,7,0
98882525,Female,Loyal Customer,59,,Business,3185,6,0
98882526,Male,Loyal Customer,41,Business Travel,Business,503,53,46
98882527,Female,Loyal Customer,48,Business Travel,Eco,2260,7,0
98882528,Female,Loyal Customer,55,Business Travel,Business,862,5,0
98882529,Male,Loyal Customer,46,Business Travel,Business,352,0,0
98882530,Female,Loyal Customer,50,Business Travel,Eco,576,0,0
98882531,Female,Disloyal Customer,22,Business Travel,Eco,2073,0,0
98882532,Female,Loyal Customer,60,Business Travel,Business,743,0,0
98882533,Male,Loyal Customer,47,Business Travel,Business,2083,0,10
98882534,Female,Loyal Customer,53,Business Travel,Business,2782,0,0
98882535,Female,Disloyal Customer,39,Business Travel,Eco,1825,0,0
98882536,Male,Disloyal Customer,22,,Business,2516,0,0
98882537,Male,Loyal Customer,50,Business Travel,Business,3300,0,0
98882538,Male,Loyal Customer,41,Business Travel,Eco,2620,0,0
98882539,Female,,44,Business Travel,Eco,1808,52,110
98882540,Female,Disloyal Customer,14,Business Travel,Eco,1636,0,0
98882541,Male,Loyal Customer,30,,Eco,1650,0,0
98882542,Female,Loyal Customer,27,Business Travel,Business,3177,0,0
98882543,Female,Loyal Customer,57,Business Travel,Business,459,0,0
98882544,Female,,35,Business Travel,Business,2539,0,0
98882545,Male,Loyal Customer,32,Personal Travel,Eco,2762,0,0
98882546,Male,Loyal Customer,47,,Eco,2525,18,5
98882547,Female,Disloyal Customer,50,Business Travel,Business,1276,0,0
98882548,Male,Loyal Customer,18,Personal Travel,Business,1896,15,5
98882549,Male,Loyal Customer,35,Business Travel,Eco,1475,0,0
98882550,Female,Loyal Customer,43,Business Travel,Business,352,0,0
98882551,Female,Loyal Customer,39,Business Travel,Business,568,0,0
98882552,Male,Loyal Customer,40,,Eco,2488,22,17
98882553,Male,Loyal Customer,80,Business Travel,Eco,2130,0,0
98882554,Male,Loyal Customer,59,Business Travel,Business,1519,20,0
98882555,Female,Loyal Customer,36,Business Travel,Business,416,14,11
98882556,Female,Loyal Customer,53,,Business,964,0,0
98882557,Female,Loyal Customer,27,Business Travel,Eco,1482,0,0
98882558,Male,Disloyal Customer,29,Business Travel,Business,2689,9,5
98882559,Female,Loyal Customer,43,Business Travel,Business,3628,0,0
98882560,Male,Loyal Customer,45,Personal Travel,Eco,1821,0,0
98882561,Female,Loyal Customer,45,Business Travel,Eco,596,17,20
98882562,Female,Disloyal Customer,47,Business Travel,Eco,2334,4,16
98882563,Female,Loyal Customer,37,Business Travel,Eco,1891,13,0
98882564,Female,Loyal Customer,49,Business Travel,Eco,379,0,0
98882565,Female,Disloyal Customer,29,Business Travel,Business,2647,0,0
98882566,Female,Loyal Customer,56,Business Travel,Business,2789,0,0
98882567,Female,Loyal Customer,29,Business Travel,Business,3437,115,103
98882568,Male,Loyal Customer,50,Business Travel,Business,2435,0,0
98882569,Male,,52,Business Travel,Business,2605,98,103
98882570,Male,Loyal Customer,27,Personal Travel,Eco,2146,131,129
98882571,Male,,63,Personal Travel,Eco,1965,1,0
98882572,Male,Loyal Customer,44,Business Travel,Business,567,0,0
98882573,Female,,14,Business Travel,Eco,1639,0,0
98882574,Male,Disloyal Customer,50,Business Travel,Business,1693,0,0
98882575,Male,Loyal Customer,67,Personal Travel,Business,81,36,34
98882576,Male,Loyal Customer,24,Business Travel,Business,2769,0,0
98882577,Female,Loyal Customer,58,Business Travel,Business,3445,81,67
98882578,Female,Loyal Customer,31,Business Travel,Eco,5601,174,165
98882579,Female,Disloyal Customer,20,Business Travel,Eco,1801,0,16
98882580,Male,Loyal Customer,25,Business Travel,Business,3817,0,0
98882581,Male,Disloyal Customer,27,Business Travel,Business,2693,0,0
98882582,Female,Loyal Customer,42,Business Travel,Business,2235,0,0
98882583,Male,Loyal Customer,8,Personal Travel,Eco,2705,0,0
98882584,Female,Loyal Customer,45,Business Travel,Business,1917,0,0
98882585,Male,Loyal Customer,67,Personal Travel,Eco,2090,0,0
98882586,Female,Disloyal Customer,43,Business Travel,Eco,1901,15,39
98882587,Male,Loyal Customer,51,Personal Travel,Eco,4615,0,0
98882588,Male,Loyal Customer,29,Personal Travel,Business,1902,0,0
98882589,Male,Loyal Customer,53,Business Travel,Business,3655,44,43
98882590,Female,Disloyal Customer,23,Business Travel,Eco,1485,0,0
98882591,Male,,27,Business Travel,Business,2158,0,106
98882592,Male,Loyal Customer,19,Personal Travel,Eco,2372,0,0
98882593,Male,Disloyal Customer,39,Business Travel,Business,1388,0,0
98882594,Male,Loyal Customer,48,Business Travel,Business,3646,0,0
98882595,Female,Loyal Customer,32,,Eco,2717,0,0
98882596,Female,Loyal Customer,39,Business Travel,Business,1721,0,0
98882597,Female,Loyal Customer,37,Business Travel,Eco,1901,298,281
98882598,Female,Loyal Customer,56,,Business,374,0,0
98882599,Female,Loyal Customer,44,Business Travel,Business,2826,0,0
98882600,Female,Loyal Customer,51,Personal Travel,Eco,649,0,7
98882601,Male,Disloyal Customer,25,,Eco,1842,11,16
98882602,Male,Loyal Customer,53,Business Travel,Eco,2549,0,0
98882603,Female,Disloyal Customer,44,Business Travel,Eco,3364,17,0
98882604,Male,Loyal Customer,42,Business Travel,Eco,1938,31,24
98882605,Female,Loyal Customer,44,Personal Travel,Business,461,50,38
98882606,Female,,54,Business Travel,Business,2742,34,33
98882607,Male,,60,Business Travel,Eco,816,1,0
98882608,Male,Loyal Customer,37,Business Travel,Eco,2040,0,0
98882609,Male,Disloyal Customer,25,Business Travel,Business,1657,1,14
98882610,Female,Loyal Customer,28,Personal Travel,Eco,2776,0,0
98882611,Female,Loyal Customer,61,Business Travel,Eco,1141,18,28
98882612,Female,Loyal Customer,49,Business Travel,Business,745,0,23
98882613,Female,Loyal Customer,44,Business Travel,Eco,570,10,14
98882614,Female,,55,Business Travel,Business,3288,0,0
98882615,Male,Loyal Customer,31,Business Travel,Business,2999,1,0
98882616,Male,Loyal Customer,42,Personal Travel,Eco,1546,0,0
98882617,Male,Disloyal Customer,26,Business Travel,Business,2026,35,36
98882618,Male,Loyal Customer,24,Personal Travel,Eco,2247,0,0
98882619,Female,Disloyal Customer,34,Business Travel,Business,1716,14,9
98882620,Male,Loyal Customer,59,Personal Travel,Eco,1127,0,0
98882621,Female,Loyal Customer,27,,Business,3057,0,0
98882622,Female,,43,Personal Travel,Eco,852,0,0
98882623,Female,Loyal Customer,55,Personal Travel,Eco,1274,0,9
98882624,Male,Disloyal Customer,26,Business Travel,Eco,3117,0,2
98882625,Male,Loyal Customer,80,Business Travel,Eco,1405,0,0
98882626,Male,Loyal Customer,40,Business Travel,Business,3661,13,32
98882627,Female,Loyal Customer,54,Business Travel,Business,2521,5,10
98882628,Female,Loyal Customer,35,Personal Travel,Eco,1413,1,0
98882629,Male,Loyal Customer,43,Business Travel,Eco,1625,12,0
98882630,Female,Loyal Customer,45,Business Travel,Business,420,11,6
98882631,Male,Loyal Customer,48,,Eco,2273,0,0
98882632,Female,Loyal Customer,64,Personal Travel,Eco,65,0,0
98882633,Female,Loyal Customer,21,Personal Travel,Eco,2816,42,26
98882634,Male,Loyal Customer,69,Personal Travel,Eco,2007,0,0
98882635,Male,Loyal Customer,11,Personal Travel,Eco,3448,7,0
98882636,Female,Loyal Customer,45,Business Travel,Business,2613,0,19
98882637,Male,Loyal Customer,58,Personal Travel,Eco,2704,0,0
98882638,Male,Loyal Customer,32,Personal Travel,Eco,3106,0,0
98882639,Female,Loyal Customer,45,Personal Travel,Eco,271,18,10
98882640,Male,Loyal Customer,60,,Business,2781,44,41
98882641,Male,Loyal Customer,24,Personal Travel,Eco,2605,0,0
98882642,Female,Loyal Customer,44,Business Travel,Business,616,0,0
98882643,Female,Loyal Customer,14,Personal Travel,Business,2586,66,36
98882644,Male,Loyal Customer,22,Business Travel,Business,2056,0,0
98882645,Male,Loyal Customer,13,Personal Travel,Eco,2058,0,0
98882646,Female,,13,Business Travel,Eco,2108,0,0
98882647,Female,Loyal Customer,65,Personal Travel,Eco,502,51,36
98882648,Male,Loyal Customer,58,,Business,3259,0,0
98882649,Female,Loyal Customer,42,Personal Travel,Eco,411,0,0
98882650,Female,,43,Business Travel,Business,364,2,0
98882651,Female,Loyal Customer,65,,Eco,956,0,0
98882652,Female,Disloyal Customer,30,Business Travel,Eco,1697,0,0
98882653,Male,Loyal Customer,43,,Business,1774,126,122
98882654,Male,Loyal Customer,55,Business Travel,Eco,1456,14,19
98882655,Male,Loyal Customer,53,Business Travel,Business,1766,18,15
98882656,Male,Loyal Customer,54,Personal Travel,Eco,2099,0,0
98882657,Female,Loyal Customer,58,Personal Travel,Eco,1777,1,0
98882658,Female,Loyal Customer,67,Personal Travel,Eco,624,0,6
98882659,Male,,61,Business Travel,Business,326,69,88
98882660,Male,Loyal Customer,57,Business Travel,Business,2040,0,0
98882661,Male,Loyal Customer,56,Business Travel,Business,384,0,0
98882662,Female,,59,Personal Travel,Eco,2189,5,0
98882663,Female,Loyal Customer,34,Personal Travel,Eco,1540,2,0
98882664,Male,Loyal Customer,51,Business Travel,Business,2424,33,38
98882665,Female,Disloyal Customer,58,Business Travel,Business,2089,0,0
98882666,Female,Disloyal Customer,30,Business Travel,Eco,1847,0,6
98882667,Male,Loyal Customer,52,Business Travel,Business,2044,0,15
98882668,Female,Loyal Customer,55,Personal Travel,Eco,687,35,34
98882669,Male,Disloyal Customer,22,,Eco,2342,13,0
98882670,Female,Loyal Customer,68,Personal Travel,Eco,375,0,0
98882671,Female,Loyal Customer,7,Personal Travel,Eco,1755,0,6
98882672,Male,Disloyal Customer,44,Business Travel,Eco,1261,0,0
98882673,Female,Loyal Customer,59,Business Travel,Eco,695,9,38
98882674,Male,,46,Business Travel,Business,3627,55,40
98882675,Female,Loyal Customer,49,Business Travel,Business,695,2,3
98882676,Male,Disloyal Customer,49,Business Travel,Eco,2147,0,0
98882677,Female,Disloyal Customer,43,,Business,1695,11,0
98882678,Male,Disloyal Customer,44,Business Travel,Business,1718,0,0
98882679,Male,Disloyal Customer,28,Business Travel,Business,2057,0,10
98882680,Male,Loyal Customer,31,Business Travel,Business,3314,2,2
98882681,Female,Loyal Customer,13,Personal Travel,Eco,2103,33,7
98882682,Male,,34,Business Travel,Business,3816,46,41
98882683,Male,Loyal Customer,38,Business Travel,Business,232,0,0
98882684,Male,Loyal Customer,31,Business Travel,Business,1477,94,79
98882685,Male,Loyal Customer,30,Personal Travel,Eco,1043,0,0
98882686,Male,Loyal Customer,11,Personal Travel,Eco,2762,1,3
98882687,Female,Loyal Customer,28,Business Travel,Business,3373,0,0
98882688,Female,Loyal Customer,38,Business Travel,Business,3831,0,0
98882689,Female,Loyal Customer,33,Business Travel,Business,3248,0,7
98882690,Female,Loyal Customer,61,Personal Travel,Eco,805,0,35
98882691,Female,Loyal Customer,27,Business Travel,Business,3156,0,0
98882692,Female,Loyal Customer,43,Business Travel,Business,214,39,30
98882693,Male,Loyal Customer,35,Personal Travel,Eco,3533,0,0
98882694,Female,Loyal Customer,22,Business Travel,Eco,1244,36,23
98882695,Male,Loyal Customer,51,Business Travel,Business,3549,0,7
98882696,Female,Loyal Customer,54,Business Travel,Business,3166,2,2
98882697,Male,Loyal Customer,44,Business Travel,Eco,2574,256,257
98882698,Female,,16,Business Travel,Eco,1884,0,0
98882699,Female,Loyal Customer,54,Personal Travel,Eco,2504,9,5
98882700,Female,Loyal Customer,55,Business Travel,Business,3393,0,4
98882701,Female,Loyal Customer,54,,Business,3333,11,41
98882702,Female,Loyal Customer,54,Business Travel,Business,3796,31,15
98882703,Female,Loyal Customer,51,Business Travel,Eco,717,14,17
98882704,Male,Loyal Customer,42,Business Travel,Business,3854,0,0
98882705,Male,,29,Personal Travel,Business,2744,15,3
98882706,Male,Loyal Customer,42,Business Travel,Eco,1558,0,0
98882707,Female,Loyal Customer,47,Business Travel,Business,1508,2,6
98882708,Male,Loyal Customer,34,Business Travel,Business,3314,0,12
98882709,Female,Loyal Customer,40,Personal Travel,Eco,2138,0,0
98882710,Female,Disloyal Customer,25,Business Travel,Business,1819,0,0
98882711,Male,Loyal Customer,51,Personal Travel,Eco,1898,52,30
98882712,Female,Disloyal Customer,37,Business Travel,Eco,1690,0,8
98882713,Male,Disloyal Customer,35,,Business,2016,4,22
98882714,Female,Loyal Customer,51,Business Travel,Eco,1070,50,41
98882715,Male,Loyal Customer,44,Business Travel,Business,1911,53,84
98882716,Female,,15,Personal Travel,Eco,2069,178,163
98882717,Female,Disloyal Customer,26,Business Travel,Eco,2010,35,18
98882718,Female,Loyal Customer,33,Business Travel,Business,2591,0,0
98882719,Female,Loyal Customer,51,Personal Travel,Eco,818,1,2
98882720,Female,Disloyal Customer,45,Business Travel,Eco,1494,52,51
98882721,Male,Loyal Customer,31,Personal Travel,Eco,2066,0,0
98882722,Female,Loyal Customer,35,,Business,1822,0,0
98882723,Male,Loyal Customer,64,Personal Travel,Eco,2562,0,3
98882724,Female,Loyal Customer,37,Business Travel,Eco,1421,0,21
98882725,Female,Loyal Customer,60,Business Travel,Business,2421,0,0
98882726,Female,Disloyal Customer,21,Business Travel,Eco,2064,43,49
98882727,Male,Loyal Customer,40,Personal Travel,Eco,1009,0,0
98882728,Male,Loyal Customer,17,Personal Travel,Eco,3360,0,0
98882729,Male,Loyal Customer,36,Personal Travel,Eco,1364,1,0
98882730,Male,Loyal Customer,36,Personal Travel,Eco,2637,0,0
98882731,Female,Loyal Customer,34,Business Travel,Business,1907,12,8
98882732,Female,Loyal Customer,37,Business Travel,Eco,1182,7,8
98882733,Male,Loyal Customer,47,Personal Travel,Eco,2591,76,61
98882734,Male,Loyal Customer,29,Personal Travel,Eco,1853,0,0
98882735,Female,Loyal Customer,60,Business Travel,Business,1755,0,0
98882736,Male,Loyal Customer,54,,Business,2274,7,0
98882737,Male,,52,Business Travel,Eco,2097,265,250
98882738,Female,Loyal Customer,22,Business Travel,Eco,1094,28,41
98882739,Male,Loyal Customer,23,,Eco,1205,7,21
98882740,Male,Loyal Customer,41,Business Travel,Business,553,53,59
98882741,Female,Loyal Customer,39,Business Travel,Eco,1283,0,0
98882742,Male,Loyal Customer,28,Business Travel,Business,3750,0,6
98882743,Female,Loyal Customer,56,Personal Travel,Eco,1118,3,0
98882744,Female,Loyal Customer,22,Personal Travel,Eco,2218,22,19
98882745,Female,,18,Business Travel,Eco,1625,0,0
98882746,Male,Loyal Customer,17,,Eco,3043,19,25
98882747,Male,Loyal Customer,56,Business Travel,Eco,1946,0,0
